Country Name,Series Name,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
China,GDP growth (annual %),13.05215872,10.94922737,9.928372463,9.230769231,7.837613919,7.667486171,8.491508492,8.33991055,9.130645945,10.03560303,10.11122346,11.39577594,12.71947902,14.23138804,9.654289373,9.399813171,10.63614046,9.55091409,7.859627493,7.768615284,7.299518921,6.90531667,6.736675253,6.757007611,6.6
China,"Inflation, consumer prices (annual %)",24.25698435,16.79122702,8.313153344,2.786468497,-0.773182346,-1.401473808,0.347806257,0.719132437,-0.7319755,1.127601961,3.824637624,1.776416168,1.649433101,4.816765313,5.925255289,-0.728171334,3.175327981,5.553897059,2.619526165,2.621049027,1.921643416,1.437024514,2,1.593137255,2.074788902
China,Exports of goods and services (% of GDP),18.53674857,17.95101808,17.92329555,19.49316446,18.34232158,18.16269616,20.89344482,20.31214574,22.64474567,26.98075653,31.06133758,33.82985757,36.03502555,35.40651788,32.54717307,24.49620589,26.32547942,26.56818828,25.49252002,24.59925566,23.59374007,21.44327356,19.75200486,19.96295647,19.51484031
India,Imports of goods and services (% of GDP),10.19005922,12.02348038,11.54431832,11.92866926,12.6810006,13.36353311,13.90368627,13.4348748,15.24427865,15.6445219,19.64468863,22.39642083,24.45653898,24.88657107,29.27086522,25.87234841,26.85427362,31.08346869,31.25929107,28.41327065,25.95422274,22.10972471,20.96413555,21.98606819,23.43015767
India,Exports of goods and services (% of GDP),9.88808468,10.84396778,10.38516902,10.69071706,11.01846892,11.45206434,12.997236,12.55837933,14.26438358,14.9479135,17.85912454,19.60524486,21.26794134,20.7997,24.09735894,20.40051791,22.40093356,24.54041132,24.53443066,25.4308613,22.96796301,19.81318916,19.19475337,18.78061226,19.69557915
India,"Inflation, consumer prices (annual %)",10.24793556,10.22488616,8.977152338,7.164252115,13.23083898,4.66982038,4.00943591,3.779293122,4.297152039,3.805858995,3.767251735,4.24634362,5.796523376,6.372881356,8.349267049,10.88235294,11.98938992,8.858360966,9.312445605,10.90764331,6.353194544,5.872426595,4.941026458,2.490886999,4.860699467
India,Population growth (annual %),1.943244886,1.918940549,1.89521886,1.869172711,1.839658073,1.80556042,1.768125412,1.728767638,1.689562681,1.651490906,1.61530759,1.57971029,1.545696178,1.50922207,1.46489008,1.4105823,1.350339045,1.28857558,1.231622928,1.18301607,1.145623988,1.116633091,1.08988008,1.062597394,1.03732336
India,Exchange Rate,31.373764478764414,32.42196153846153,35.433984674329494,36.328884615384595,41.28382692307696,43.06213461538459,44.94459615384615,47.1906896551724,48.59826335877864,46.57812741312745,45.30076923076925,44.10313461538466,45.314555984555994,41.34822393822394,43.51919230769229,48.41944015444017,45.731850393700796,46.62223306772909,53.41329759036148,58.539548393574314,61.0066662,64.14651819999999,67.18439920318725,65.08792028112445,68.3824246987952
India,GDP growth (annual %),6.658924067,7.57449184,7.549522249,4.049820849,6.184415821,8.845755561,3.840991157,4.823966264,3.803975321,7.860381475,7.922943419,7.923428667,8.0607289,7.660824158,3.086699374,7.861882372,8.497586876,5.241314225,5.456387552,6.386106401,7.410227605,7.996253786,8.169526505,7.167888861,6.982333556
Japan,"Inflation, consumer prices (annual %)",0.695458058,-0.127899045,0.136600359,1.747804587,0.661974191,-0.341296928,-0.676578684,-0.740055504,-0.923494027,-0.256541816,-0.008573388,-0.282946069,0.249355116,0.060039454,1.380078862,-1.35283673,-0.719979429,-0.267633601,-0.051939058,0.346440326,2.761954083,0.78951789,-0.116666667,0.467211747,0.97990367
Japan,Imports of goods and services (% of GDP),7.100822132,7.707685053,9.045430937,9.491886528,8.707541474,8.397199817,9.195167703,9.569028977,9.667390329,9.943835932,10.95032415,12.50305266,14.45887932,15.60057191,16.9749827,11.96998576,13.57625073,15.46800676,16.09137113,18.23212413,20.00546825,18.03004518,15.26260741,16.83933447,..
Japan,Population growth (annual %),0.340685789,0.381789601,0.25318888,0.238271218,0.27172961,0.182586374,0.167275578,0.240952588,0.232527187,0.213980949,0.033662258,0.009392097,0.063373589,0.114908848,0.048425395,-0.012494631,0.017960542,-0.185226486,-0.159710676,-0.144271883,-0.132694222,-0.106124994,-0.115284177,-0.164484036,-0.202670345
Japan,Exchange Rate,102.18868725868727,94.0290192307693,108.781570881226,121.00928846153843,130.8401346153846,113.81111538461539,107.77257692307694,121.55932950191577,125.22465648854967,115.937027027027,108.13421153846154,110.16123076923077,116.28382239382236,117.75204633204638,103.4100961538462,93.58005791505802,87.83708661417326,79.78179282868527,79.77598393574289,97.5685140562249,105.74024000000001,121.06254000000006,108.66878486055772,112.15176706827313,110.42000000000002
Japan,Exports of goods and services (% of GDP),9.003650174,8.971796831,9.479069217,10.54885166,10.52448023,9.951760005,10.62448501,10.22909915,11.01822103,11.63929347,12.97203231,14.01244112,15.8729023,17.49331657,17.42403772,12.52091416,15.03675698,14.92499621,14.54475256,15.91539812,17.54030155,17.61097554,16.25276313,17.77422628,..
Japan,GDP growth (annual %),0.993066363,2.742140322,3.099999291,1.076045234,-1.128409829,-0.251954272,2.779632825,0.406335903,0.117992777,1.528220148,2.204687882,1.662670405,1.420006556,1.654183881,-1.0935406,-5.416412797,4.191739259,-0.11542134,1.495089586,2.000267841,0.374719476,1.222921041,0.609093181,1.928757251,0.787965413
Mexico,Exchange Rate,3.3934444015443868,6.399140384615373,7.612412835249051,7.954462500000019,9.191477500000019,10.074900000000035,10.074900000000035,10.074900000000035,10.050299236641216,10.792811389961388,11.288272692307691,10.894429230769235,10.902809266409271,10.927347683397686,11.148916153846155,13.502043050193057,12.628031299212594,12.425433665338643,13.159463654618468,12.75617590361446,13.300768199999991,15.879150400000007,18.671028685258968,18.888293775100397,19.225985943775093
Mexico,Exports of goods and services (% of GDP),13.38285838,24.14919339,26.00501497,24.33293034,24.59443277,24.63265005,25.40671694,22.66672117,22.55248987,24.36044069,28.41438695,30.37779258,27.32516189,27.52723589,27.70149583,27.15499933,29.69766477,31.03670714,32.26556776,31.30565295,31.89254452,34.56333087,37.10104229,37.63456373,39.22308174
Mexico,Population growth (annual %),1.712699034,1.657597749,1.605744537,1.559440673,1.516092702,1.476210015,1.441087472,1.403960865,1.373013961,1.363786131,1.381467019,1.415822666,1.456207605,1.486064475,1.495369111,1.476757594,1.438141533,1.394792539,1.355289252,1.315560984,1.277676363,1.241177725,1.203251329,1.163967779,1.126421149
Mexico,GDP growth (annual %),4.941080676,-6.291230821,6.773258694,6.846852279,5.163925168,2.753554247,4.942453715,-0.404390127,-0.039844481,1.446382684,3.92059081,2.307807066,4.495077894,2.291445714,1.143584587,-5.285744137,5.118118143,3.66300793,3.642322679,1.354091962,2.804340128,3.287991599,2.921615165,2.069715185,1.994206817
Mexico,"Inflation, consumer prices (annual %)",6.965812372,34.99927129,34.37838322,20.62562873,15.92839501,16.58561697,9.491561494,6.367738062,5.030727332,4.546900121,4.688408848,3.988057146,3.629467624,3.966849055,5.124982746,5.297355842,4.156727227,3.407378246,4.111509811,3.806390697,4.018616081,2.72064065,2.821707847,6.04145724,4.899350154
Mexico,Imports of goods and services (% of GDP),17.32711347,22.1718259,24.41418511,24.44443134,26.40168886,25.98532139,27.02596481,24.49935184,24.14542483,25.84524877,30.00993454,31.98133125,28.76756274,29.26804347,30.0755351,28.81277043,31.0626537,32.43297078,33.50167806,32.45922366,33.07103467,36.60298361,39.07200965,39.44122225,41.09959779
Poland,"Inflation, consumer prices (annual %)",32.99127661,27.95138856,19.79496692,14.91315861,11.59785543,7.154072912,9.900175388,5.408335456,1.90528215,0.682701376,3.382646819,2.183798724,1.284693944,2.458743124,4.164971935,3.795392425,2.580693703,4.239401496,3.560371517,0.991982606,0.053821313,-0.874125874,-0.664767331,2.075935537,1.812951565
Poland,Exchange Rate,22699.018339768336,986.56252480769,2.6972291187739543,3.285954807692307,3.5919555769230795,3.849950000000013,3.849950000000013,4.045500957854405,4.078205916030533,3.8886546332046326,3.6482946153846147,3.236107692307694,3.1033820463320465,2.7675527027027,2.407325384615385,3.1188110038610017,3.0167051181102384,2.9600338645418334,3.257724899598392,3.161261847389558,3.1520416,3.771620800000002,3.94051235059761,3.77696184738956,3.610128915662652
Poland,Exports of goods and services (% of GDP),..,22.96051734,22.09460071,23.35941004,25.98198228,24.12448183,27.22888115,27.22988202,28.75818203,33.39129715,34.26481842,34.60969966,37.8639851,38.56459008,37.85698901,37.18445017,40.0551305,42.56317238,44.44359206,46.31983318,47.56892172,49.49789693,52.19454821,54.33812862,55.30947141
Poland,Imports of goods and services (% of GDP),..,20.71787701,23.38094211,27.11453179,30.67846948,29.89705727,33.56165851,30.84538715,32.16619912,36.04600853,36.94834856,35.66526127,39.92740862,42.09741454,42.89746507,38.0414631,42.05319595,44.51955038,44.88387008,44.37203323,46.12800288,46.40489982,48.15814416,50.15598342,51.88942331
Poland,GDP growth (annual %),5.292802061,6.951856621,6.056576752,6.459353854,4.61478486,4.642033591,4.559631428,1.247756976,2.041715953,3.562350732,5.135631293,3.49366448,6.17963595,7.03474027,4.249685342,2.820183973,3.606928261,5.01730439,1.607905585,1.391891419,3.318445415,3.838945167,3.062598541,4.814129544,5.149464079
Poland,Population growth (annual %),0.211012329,0.135721034,0.076074182,0.065455369,0.035753301,-0.008302753,-1.044335398,-0.027587125,-0.046318937,-0.067492702,-0.058512735,-0.043948953,-0.063370574,-0.054305021,0.01363738,0.067763227,-0.285609122,0.053769709,-0.000239076,-0.060360017,-0.074846229,-0.066641101,-0.042985131,0.012480099,0.00980075
Russian Federation,Imports of goods and services (% of GDP),23.19533361,25.89389412,21.84951269,22.52707988,24.55104781,26.17331299,24.03346573,24.21736507,24.43285167,23.87828723,22.16396134,21.51018253,21.00292642,21.54206226,22.07290571,20.49695982,21.1399447,19.92417688,20.2261071,20.40039024,20.68278971,20.64329208,20.56520797,20.70870888,20.76932252
Russian Federation,Exports of goods and services (% of GDP),27.75837904,29.28901135,26.07298813,24.72984153,31.22120547,43.21996851,44.06044131,36.8934936,35.21259406,35.24998177,34.41789105,35.20306596,33.73047544,30.16406048,31.30956033,27.9381012,29.21556079,27.9769231,26.88344496,25.79296505,27.10132918,28.70726232,25.73714444,26.05206174,30.74113497
Russian Federation,GDP growth (annual %),-12.56975598,-4.143528406,-3.755069439,1.399915805,-5.299961625,6.39991469,10.00006682,5.100051225,4.699991909,7.299952344,7.19994787,6.399965448,8.200068255,8.499977768,5.199969265,-7.799993913,4.5,4.300029186,3.700057055,1.80000014,0.69999943,-2.307733505,0.329282332,1.630195944,2.254840053
Russian Federation,"Inflation, consumer prices (annual %)",307.7226356,197.4142681,47.7520122,14.76132927,27.68567981,85.7464941,20.79876066,21.47700721,15.78873079,13.66329302,10.88861573,12.68530395,9.668654548,9.007298689,14.11076778,11.64732958,6.849392303,8.440464859,5.074743008,6.754668339,7.8201697,15.53439599,7.042437254,3.683330723,2.878313826
Russian Federation,Population growth (annual %),-0.123965844,0.026777506,-0.145469155,-0.165319441,-0.165511937,-0.309476734,-0.420566975,-0.424151028,-0.460061305,-0.45371986,-0.40261376,-0.381473696,-0.327318706,-0.171024042,-0.043942262,0.030114067,0.04488739,0.077967098,0.168301591,0.212923595,0.217700101,0.192558642,0.170244546,0.106871954,-0.012935384
Russian Federation,Exchange Rate,31.11049999999983,31.11049999999983,31.11049999999983,31.11049999999983,31.11049999999983,31.11049999999983,31.11049999999983,31.11049999999983,31.11049999999983,30.54215212355209,28.802619038461554,28.29518057692308,27.178361003861006,25.57470733590732,24.859083269230748,31.773820463320476,30.361104133858262,29.369855976095636,31.075326506024076,31.84261606425701,38.4180484,61.164795599999984,67.00033505976099,58.310325301204834,62.67229979919682
Saudi Arabia,Exports of goods and services (% of GDP),34.00095155,37.33786424,40.02284228,39.158628,29.63237545,34.66649385,43.40527066,39.63372226,40.9487917,45.85416578,50.98533108,57.05074299,59.83190824,59.93744014,62.11150203,47.08862065,49.56979004,56.04923973,54.2708405,51.91796577,46.87529151,33.32117124,31.14419769,34.85305929,39.66649093
Saudi Arabia,GDP growth (annual %),0.558720185,0.212091348,2.637424217,1.103782049,2.893362519,-3.763285216,5.625416143,-1.210743863,-2.819174404,11.24206139,7.958441664,5.573850121,2.788402228,1.847130252,6.249772755,-2.059268194,5.039493675,9.996857794,5.411444902,2.699254723,3.652481698,4.10640887,1.670642347,-0.741529927,2.214968724
Saudi Arabia,Exchange Rate,3.745000000000004,3.745000000000004,3.745000000000004,3.745000000000004,3.745000000000004,3.745000000000004,3.745000000000004,3.7483908045977024,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75
Saudi Arabia,"Inflation, consumer prices (annual %)",0.564325479,4.868431031,1.222060549,0.057150605,-0.371266752,-1.333754897,-1.124998385,-1.120948049,0.247186492,0.612195358,0.515507898,0.479231672,2.209023141,4.167823584,9.870248168,5.057222761,5.33941733,5.826216374,2.866270299,3.511042098,2.241853488,1.222693186,2.053470768,-0.834845735,2.46594309
Saudi Arabia,Population growth (annual %),2.508191462,2.302839889,2.097397826,1.942243236,1.919720701,2.057327745,2.297383091,2.574033854,2.802785914,2.943308391,2.965968322,2.911888477,2.823882799,2.76284419,2.756786089,2.824933954,2.927617708,3.039332443,3.091355922,3.03136125,2.835954922,2.556784389,2.259766669,2.003600072,1.7988753
Saudi Arabia,Imports of goods and services (% of GDP),26.07036585,27.70390282,26.63101332,26.02948902,26.45600515,23.17959312,24.7611807,23.92690638,23.64398746,23.9770302,24.09750557,24.90333295,30.11269643,34.92587696,33.99112884,37.76972091,32.98003763,29.49428055,29.24096323,30.79109148,33.76517949,38.75382476,30.71781916,29.3421341,26.83510587
Spain,Exports of goods and services (% of GDP),20.4085902,21.93182783,23.11841178,25.75374144,26.18321355,26.39723649,28.61617021,27.86221567,26.47713563,25.44730868,25.17889067,24.66778283,24.8719709,25.70773505,25.31649085,22.67342074,25.51929579,28.92010736,30.69998028,32.21753488,32.71299455,32.9353059,33.11564854,34.31445428,34.27789659
Spain,Imports of goods and services (% of GDP),21.28701406,22.8984384,23.21001164,25.53851084,26.68100974,28.34081532,31.62166344,30.21194291,28.5057281,27.66406297,29.03357247,29.66732075,30.78730205,31.69872142,30.44144326,23.82378236,26.82427713,29.16598549,29.23116131,28.96207735,30.28347883,30.60198952,29.96219865,31.40007151,32.32457244
Spain,GDP growth (annual %),2.383195316,2.757494033,2.674783588,3.689613998,4.305978447,4.48477443,5.289099595,4.001073835,2.879876097,3.187571476,3.166746501,3.723001788,4.174123186,3.768992408,1.11768686,-3.573751449,0.014063878,-0.998764958,-2.927750507,-1.705705,1.379997238,3.644680152,3.17258966,2.979182401,2.581746534
Spain,Population growth (annual %),0.476100555,0.44136575,0.416515798,0.419119517,0.413847481,0.405323026,0.447137015,0.694068084,1.412595405,1.808454468,1.725466303,1.689349047,1.690352556,1.851081308,1.595330499,0.885735981,0.460408305,0.355338396,0.064925963,-0.32766904,-0.298951059,-0.077588862,0.083369566,0.235648507,0.279719893
Spain,"Inflation, consumer prices (annual %)",4.718413284,4.673803185,3.558840831,1.971078904,1.834329229,2.31034695,3.433516755,3.589834949,3.065765372,3.039233684,3.03920165,3.368453988,3.515374911,2.787030473,4.075660764,-0.287996835,1.79988133,3.196146412,2.446000185,1.408546292,-0.150870313,-0.500461321,-0.202671741,1.956083333,1.675067615
Spain,Exchange Rate,133.88306949806946,124.6551346153847,126.65666666666664,146.47340384615381,149.34618461538463,71.75539999999978,71.75539999999978,71.75539999999978,1.2159291984732834,1.1312694980694977,1.2436959615384606,1.244261153846154,1.2555554054054068,1.3704909266409269,1.4714471153846151,1.3939926640926634,1.3261275590551185,1.3930095617529878,1.2851064257028115,1.3277030120481934,1.3295767999999992,1.1089489999999993,1.1072844621513946,1.129546787148595,1.1818588353413646
