Date,Australian dollar (AUD),Botswana pula (BWP),Brazilian real (BRL),Brunei dollar (BND),Canadian dollar (CAD),Chilean peso (CLP),Chinese yuan (CNY),Colombian peso (COP),Danish krone (DKK),Euro (EUR),Indian rupee (INR),Japanese yen (JPY),Korean won (KRW),Kuwaiti dinar (KWD),Malaysian ringgit (MYR),New Zealand dollar (NZD),Norwegian krone (NOK),Omani rial (OMR),Polish zloty (PLN),Qatari riyal (QAR),Saudi Arabian riyal (SAR),Singapore dollar (SGD),South African rand (ZAR),Swedish krona (SEK),Swiss franc (CHF),Thai baht (THB),Trinidadian dollar (TTD),U.A.E. dirham (AED),U.K. pound (GBP),U.S. dollar (USD)
3-Jan-1994,0.6873,4.73821,326.095,1.736,1.3174,417.73,8.7,917.83,6.7745,1.18398,31.37,113.1,807.2,0.29852,2.6871,0.5607,7.5135,0.3845,21692.0,3.64,3.745,1.6083,3.4,8.363,1.479,25.58,5.834,3.6710000000000003,1.482,1.0
4-Jan-1994,0.6873,4.73821,331.21,1.736,1.3174,417.73,8.7,910.26,6.8020000000000005,1.18398,31.37,113.1,808.1,0.29869,2.6365,0.5607,7.539,0.3845,21692.0,3.64,3.745,1.6128,3.4,8.3685,1.4869999999999999,25.58,5.82041,3.6710000000000003,1.482,1.0
5-Jan-1994,0.687,4.73821,336.47,1.736,1.318,417.73,8.7,918.68,6.7625,1.18398,31.37,113.2,809.0,0.29869,2.6210000000000004,0.5607,7.5015,0.3845,21692.0,3.64,3.745,1.6063,3.4,8.2435,1.479,25.56,5.82987,3.6710000000000003,1.4862,1.0
6-Jan-1994,0.6857,4.73821,341.81,1.736,1.3211,417.73,8.7,919.18,6.763999999999999,1.18398,31.37,112.8,811.3,0.29869,2.627,0.5587,7.4995,0.3845,21692.0,3.64,3.745,1.5959,3.4,8.22625,1.475,25.57,5.820180000000001,3.6710000000000003,1.4843,1.0
7-Jan-1994,0.6853,4.73821,347.225,1.736,1.3234,417.73,8.7,919.63,6.77,1.18398,31.37,112.55,813.0,0.29839499999999997,2.6243,0.557,7.504,0.3845,21692.0,3.64,3.745,1.5968,3.4,8.209,1.4805,25.55,5.8060599999999996,3.6710000000000003,1.4836,1.0
10-Jan-1994,0.6849,4.73821,352.725,1.736,1.3173,417.73,8.7,919.8199999999999,6.7295,1.18398,31.37,111.75,813.4,0.2981,2.6439999999999997,0.5584,7.4735,0.3845,21692.0,3.64,3.745,1.5963,3.4,8.20425,1.4669999999999999,25.51,5.801830000000001,3.6710000000000003,1.4925,1.0
11-Jan-1994,0.6904,4.73821,358.3,1.736,1.3217,417.73,8.7,920.01,6.75,1.18398,31.37,112.4,812.0,0.29823,2.6895,0.5597,7.5175,0.3845,21692.0,3.64,3.745,1.5995,3.4,8.1995,1.4755,25.54,5.79277,3.6710000000000003,1.4895,1.0
12-Jan-1994,0.6894,4.73821,363.97,1.736,1.3207,417.73,8.7,920.47,6.742999999999999,1.18398,31.37,112.2,811.7,0.29823,2.7225,0.5593,7.5055,0.3845,21692.0,3.64,3.745,1.6045,3.4,8.18735,1.4685,25.55,5.79812,3.6710000000000003,1.4969999999999999,1.0
13-Jan-1994,0.6905,4.73821,369.73,1.736,1.3211,417.73,8.7,920.91,6.7345,1.18398,31.37,112.3,811.3,0.29823,2.7230000000000003,0.5583,7.507000000000001,0.3845,21692.0,3.64,3.745,1.6027,3.4,8.1752,1.462,25.55,5.79484,3.6710000000000003,1.4987,1.0
14-Jan-1994,0.6892,4.73821,381.525,1.736,1.3205,417.73,8.7,921.38,6.778,1.18398,31.37,111.7,811.0,0.29817,2.7260000000000004,0.5579999999999999,7.5445,0.3845,21692.0,3.64,3.745,1.6066,3.41,8.1715,1.4822,25.55,5.79891,3.6710000000000003,1.492,1.0
17-Jan-1994,0.6897,4.73821,387.56,1.736,1.3197,417.73,8.7,921.8,6.7885,1.18398,31.37,111.3,811.5,0.29811,2.7305,0.5577,7.55,0.3845,21692.0,3.64,3.745,1.6073,3.41,8.1845,1.4791,25.54,5.81769,3.6710000000000003,1.4935,1.0
18-Jan-1994,0.6968,4.73821,387.545,1.736,1.3157,417.73,8.7,922.23,6.7955,1.18398,31.37,110.9,812.3,0.29811,2.721,0.5608,7.5365,0.3845,21692.0,3.64,3.745,1.6076,3.42,8.1195,1.4709999999999999,25.53,5.80274,3.6710000000000003,1.4955,1.0
19-Jan-1994,0.6998,4.73821,393.905,1.736,1.3107,417.73,8.7,922.72,6.773,1.18398,31.37,111.0,812.0,0.29811,2.7235,0.5649,7.504,0.3845,21692.0,3.64,3.745,1.608,3.41,8.096,1.4617,25.52,5.834890000000001,3.6710000000000003,1.4912,1.0
20-Jan-1994,0.701,4.73821,400.38,1.736,1.3102,417.73,8.7,923.385,6.7895,1.18398,31.37,111.4,810.6,0.29811,2.738,0.5653,7.521,0.3845,21692.0,3.64,3.745,1.6093,3.41,8.135,1.4682,25.53,5.79823,3.6710000000000003,1.4922,1.0
21-Jan-1994,0.7022,4.73821,406.975,1.736,1.3112,417.73,8.7,923.385,6.7635,1.18398,31.37,111.25,810.5,0.298185,2.736,0.5644,7.4905,0.3845,21692.0,3.64,3.745,1.6057,3.41,8.0435,1.4547,25.52,5.7980599999999995,3.6710000000000003,1.501,1.0
24-Jan-1994,0.7016,4.73821,413.685,1.736,1.3109,417.73,8.7,924.05,6.8105,1.18398,31.37,112.2,810.2,0.29825999999999997,2.7689999999999997,0.565,7.5395,0.3845,21692.0,3.64,3.745,1.609,3.42,8.0765,1.4688,25.55,5.81615,3.6710000000000003,1.4936,1.0
25-Jan-1994,0.7084,4.73821,420.51,1.736,1.3116,417.73,8.7,924.44,6.7985,1.18398,31.37,111.65,809.4,0.29812,2.766,0.5684,7.526,0.3845,21692.0,3.64,3.745,1.6035,3.42,8.041,1.473,25.54,5.8157,3.6710000000000003,1.4927,1.0
26-Jan-1994,0.7086,4.73821,427.72,1.736,1.3131,417.73,8.7,924.83,6.7860000000000005,1.18398,31.37,110.3,809.1,0.29791999999999996,2.7535,0.5686,7.5035,0.3845,21692.0,3.64,3.745,1.5995,3.42,7.9619,1.4716,25.5,5.80296,3.6710000000000003,1.4963,1.0
27-Jan-1994,0.7088,4.73821,435.04,1.736,1.3116,417.73,8.7,925.22,6.7835,1.18398,31.37,109.6,808.7,0.29772,2.7585,0.5688,7.5065,0.3845,21692.0,3.64,3.745,1.5977,3.42,7.984,1.47,25.47,5.82181,3.6710000000000003,1.4942,1.0
28-Jan-1994,0.7075,4.73821,442.49,1.736,1.3241,417.73,8.7,925.61,6.7395,1.18398,31.37,108.7,808.4,0.29772,2.7505,0.5671,7.4615,0.3845,21692.0,3.64,3.745,1.5943,3.41,7.945,1.464,25.43,5.80804,3.6710000000000003,1.4995,1.0
31-Jan-1994,0.7112,4.73821,450.085,1.736,1.3273,417.73,8.7,926.0,6.7575,1.18398,31.37,109.9,808.1,0.29772,2.7598,0.5693,7.484,0.3845,21692.0,3.64,3.745,1.5958,3.42,7.9415,1.4635,25.48,5.81931,3.6710000000000003,1.4981,1.0
1-Feb-1994,0.7133,4.73821,458.65,1.736,1.3305,417.15999999999997,8.7023,927.765,6.7335,1.18398,31.37,108.2,808.8,0.29723,2.76505,0.5713,7.4505,0.3845,21822.0,3.64,3.745,1.5918,3.41,7.894,1.4535,25.42,5.80796,3.6710000000000003,1.504,1.0
2-Feb-1994,0.7134,4.73821,467.36300000000006,1.736,1.3275,417.15999999999997,8.7023,927.765,6.7215,1.18398,31.37,108.3,807.9,0.29723,2.7703,0.5724,7.4425,0.3845,21822.0,3.64,3.745,1.5881,3.41,7.8935,1.449,25.42,5.8295699999999995,3.6710000000000003,1.4977,1.0
3-Feb-1994,0.7151,4.73821,476.244,1.736,1.3274,417.15999999999997,8.7023,927.765,6.7495,1.18398,31.37,108.35,807.7,0.29723,2.7687,0.5715,7.4695,0.3845,21822.0,3.64,3.745,1.5876,3.42,7.9125,1.4575,25.43,5.88209,3.6710000000000003,1.4965,1.0
4-Feb-1994,0.7145,4.73821,485.296,1.736,1.3342,417.15999999999997,8.7023,927.765,6.7625,1.18398,31.37,108.5,807.6,0.29738,2.7680000000000002,0.5706,7.4825,0.3845,21822.0,3.64,3.745,1.5876,3.42,7.882999999999999,1.455,25.43,5.86834,3.6710000000000003,1.489,1.0
7-Feb-1994,0.7120000000000001,4.73821,494.445,1.736,1.3416,417.15999999999997,8.7023,927.765,6.832999999999999,1.18398,31.37,109.0,807.6,0.29753,2.765,0.5707,7.5535,0.3845,21822.0,3.64,3.745,1.5911,3.43,7.97,1.47,25.47,5.86897,3.6710000000000003,1.482,1.0
8-Feb-1994,0.7184,4.73821,503.755,1.736,1.3419999999999999,417.15999999999997,8.7023,927.765,6.8295,1.18398,31.37,108.5,808.7,0.29732,2.7598,0.5734,7.5495,0.3845,21822.0,3.64,3.745,1.5887,3.44,8.02,1.4715,25.45,5.8464599999999995,3.6710000000000003,1.476,1.0
9-Feb-1994,0.7183,4.73821,513.244,1.736,1.3443,417.15999999999997,8.7023,927.765,6.848,1.18398,31.37,108.0,809.85,0.29743,2.758,0.5755,7.5705,0.3845,21822.0,3.64,3.745,1.588,3.44,8.07,1.4780000000000002,25.46,5.84506,3.6710000000000003,1.4609999999999999,1.0
10-Feb-1994,0.7208,4.73821,522.931,1.736,1.3416,417.15999999999997,8.7023,927.765,6.858,1.18398,31.37,108.2,809.85,0.29727,2.75555,0.5769,7.5875,0.3845,21822.0,3.64,3.745,1.58615,3.45,8.052999999999999,1.4835,25.45,5.8454,3.6710000000000003,1.4595,1.0
11-Feb-1994,0.7170000000000001,4.73821,532.659,1.736,1.3428,417.15999999999997,8.7023,929.53,6.8505,1.18398,31.37,107.2,809.85,0.29706,2.75555,0.5744,7.577000000000001,0.3845,21822.0,3.64,3.745,1.58615,3.45,8.05675,1.4799,25.44,5.85415,3.6710000000000003,1.4615,1.0
14-Feb-1994,0.7113,4.73821,537.613,1.736,1.3534,417.15999999999997,8.7023,929.93,6.827000000000001,1.18398,31.37,106.2,811.0,0.29685,2.7531,0.5728,7.5535,0.3845,21822.0,3.64,3.745,1.5843,3.44,8.0605,1.4680000000000002,25.39,5.85017,3.6710000000000003,1.4675,1.0
15-Feb-1994,0.7081,4.73821,537.613,1.736,1.3543,417.15999999999997,8.7023,879.425,6.776,1.18398,31.37,102.2,812.4,0.29578000000000004,2.7665,0.5718,7.5015,0.3845,21822.0,3.64,3.745,1.5816,3.44,8.029,1.4575,25.24,5.85017,3.6710000000000003,1.4732,1.0
16-Feb-1994,0.7120000000000001,4.73821,542.567,1.736,1.3507,417.15999999999997,8.7023,879.425,6.768,1.18398,31.37,103.65,810.8,0.29648,2.7925,0.5742,7.474,0.3845,21822.0,3.64,3.745,1.5947,3.45,8.01825,1.4535,25.3,5.84619,3.6710000000000003,1.4756,1.0
17-Feb-1994,0.7134,4.73821,552.6619999999999,1.736,1.3403,417.15999999999997,8.7023,879.425,6.737,1.18398,31.37,103.65,811.0,0.29648,2.7855,0.5753,7.4639999999999995,0.3845,21822.0,3.64,3.745,1.5912,3.45,8.0075,1.4555,25.3,5.83178,3.6710000000000003,1.4769999999999999,1.0
18-Feb-1994,0.7143,4.73821,573.424,1.736,1.3384,417.15999999999997,8.7023,879.425,6.716,1.18398,31.37,104.5,810.5,0.296565,2.77,0.5763,7.4355,0.3845,21822.0,3.64,3.745,1.588,3.45,7.957999999999999,1.4509999999999998,25.3,5.80639,3.6710000000000003,1.4793,1.0
21-Feb-1994,0.711,4.73821,584.112,1.736,1.3397,417.15999999999997,8.7023,879.425,6.7275,1.18398,31.37,105.1,810.1,0.29665,2.7845,0.5726,7.452999999999999,0.3845,21822.0,3.64,3.745,1.5883,3.46,7.949,1.4555,25.32,5.81281,3.6710000000000003,1.4745,1.0
22-Feb-1994,0.7186,4.73821,584.102,1.736,1.3429,417.15999999999997,8.7023,879.425,6.765,1.18398,31.37,106.0,809.4,0.29758,2.783,0.5775,7.4895,0.3845,21822.0,3.64,3.745,1.5925,3.48,7.957000000000001,1.4555,25.37,5.80739,3.6710000000000003,1.4757,1.0
23-Feb-1994,0.722,4.73821,594.632,1.736,1.3397,417.15999999999997,8.7023,879.425,6.739,1.18398,31.37,105.0,809.3,0.29734,2.7645,0.5789,7.4665,0.3845,21822.0,3.64,3.745,1.5865,3.53,7.944,1.455,25.34,5.83501,3.6710000000000003,1.4768,1.0
24-Feb-1994,0.728,4.73821,605.398,1.736,1.3471,417.15999999999997,8.7023,879.425,6.7705,1.18398,31.37,105.6,808.3,0.29764,2.7365,0.5804,7.495,0.3845,21822.0,3.64,3.745,1.5845,3.48,7.9735,1.456,25.35,5.83251,3.6710000000000003,1.4773,1.0
25-Feb-1994,0.7225,4.73821,616.4069999999999,1.736,1.3513,417.15999999999997,8.7023,879.425,6.732,1.18398,31.37,104.9,808.1,0.297295,2.7275,0.5770000000000001,7.449,0.3845,21822.0,3.64,3.745,1.5858,3.47,8.0015,1.436,25.32,5.8169900000000005,3.6710000000000003,1.4809999999999999,1.0
28-Feb-1994,0.7178,4.73821,627.678,1.736,1.3519999999999999,416.59,8.7046,879.425,6.7170000000000005,1.18398,31.37,104.15,808.0,0.29695,2.7278,0.5772,7.433,0.3845,21952.0,3.64,3.745,1.5829,3.47,8.017000000000001,1.4295,25.29,5.81985,3.6710000000000003,1.4869999999999999,1.0
1-Mar-1994,0.715,4.73821,637.25,1.736,1.3502,416.12,8.7028,879.425,6.6655,1.18398,31.37,104.8,808.3,0.29713,2.7245,0.5765,7.388999999999999,0.3845,22035.5,3.64,3.745,1.5821,3.45,7.9715,1.43,25.3,5.81291,3.6710000000000003,1.4896,1.0
2-Mar-1994,0.7085,4.73821,647.289,1.736,1.3530000000000002,416.12,8.7028,879.425,6.6755,1.18398,31.37,104.4,808.6,0.29713,2.7255,0.575,7.3885,0.3845,22035.5,3.64,3.745,1.5838,3.46,8.024,1.429,25.3,5.812469999999999,3.6710000000000003,1.4952,1.0
3-Mar-1994,0.7084,4.73821,657.312,1.736,1.3559,416.12,8.7028,879.425,6.6855,1.18398,31.39,104.0,807.1,0.29701,2.7230000000000003,0.5711,7.4125,0.3845,22035.5,3.64,3.745,1.5809,3.47,8.02325,1.436,25.28,5.79165,3.6710000000000003,1.4912,1.0
4-Mar-1994,0.7142,4.73821,667.4939999999999,1.736,1.3573,416.12,8.7028,879.425,6.697,1.18398,31.4,105.0,807.4,0.29756499999999997,2.7230000000000003,0.5719,7.4270000000000005,0.3845,22035.5,3.64,3.745,1.5829,3.48,8.02325,1.4385,25.27,5.790369999999999,3.6710000000000003,1.4913,1.0
7-Mar-1994,0.72,4.73821,677.85,1.736,1.3569,416.12,8.7028,879.425,6.725,1.18398,31.38,105.7,807.0,0.29812,2.7285,0.5753,7.457000000000001,0.3845,22035.5,3.64,3.745,1.5854,3.49,8.0225,1.443,25.32,5.80583,3.6710000000000003,1.4885,1.0
8-Mar-1994,0.7187,4.73821,688.341,1.736,1.3569,416.12,8.7028,879.425,6.6979999999999995,1.18398,31.37,105.5,807.3,0.29812,2.717,0.5769,7.4405,0.3845,22035.5,3.64,3.745,1.5841,3.48,7.9910000000000005,1.436,25.32,5.79657,3.6710000000000003,1.4892,1.0
9-Mar-1994,0.7143,4.73821,699.04,1.736,1.3518,416.12,8.7028,879.425,6.672999999999999,1.18398,31.37,105.2,808.8,0.29785,2.7193,0.5741,7.4125,0.3845,22035.5,3.64,3.745,1.5830000000000002,3.47,8.001,1.436,25.31,5.79386,3.6710000000000003,1.4912,1.0
10-Mar-1994,0.7095,4.73821,709.875,1.736,1.3576,416.12,8.7028,879.425,6.6245,1.18398,31.37,105.4,808.6,0.29773,2.7195,0.5737,7.36,0.3845,22035.5,3.64,3.745,1.5841,3.44,7.95,1.4269999999999998,25.31,5.79667,3.6710000000000003,1.4995,1.0
11-Mar-1994,0.7104,4.73821,720.882,1.736,1.3617,416.12,8.7028,879.425,6.5695,1.18398,31.37,105.0,809.3,0.29773,2.7197,0.5722,7.301,0.3845,22035.5,3.64,3.745,1.5841,3.43,7.877000000000001,1.4165,25.29,5.79136,3.6710000000000003,1.4972,1.0
14-Mar-1994,0.7181,4.73821,732.1010000000001,1.736,1.3597,416.12,8.7028,879.425,6.5855,1.18398,31.37,105.5,806.4,0.29773,2.72185,0.5758,7.317,0.3845,22035.5,3.64,3.745,1.58495,3.45,7.8595,1.4225,25.3,5.79205,3.6710000000000003,1.495,1.0
15-Mar-1994,0.7198,4.73821,743.666,1.736,1.3639,416.12,8.7028,879.425,6.617999999999999,1.18398,31.37,106.3,807.0,0.29773,2.72185,0.5764,7.3455,0.3845,22035.5,3.64,3.745,1.5858,3.45,7.8870000000000005,1.4405,25.32,5.79274,3.6710000000000003,1.4912,1.0
16-Mar-1994,0.7161,4.73821,755.427,1.736,1.3624,416.12,8.7028,879.425,6.625,1.18398,31.37,105.95,807.2,0.29773,2.7239999999999998,0.5773,7.3455,0.3845,22035.5,3.64,3.745,1.5868,3.45,7.877999999999999,1.44,25.32,5.790690000000001,3.6710000000000003,1.4863,1.0
17-Mar-1994,0.7124,4.73821,767.3919999999999,1.736,1.3657,416.12,8.7028,879.425,6.602,1.18398,31.37,105.7,806.5,0.29773,2.719,0.5771,7.317,0.3845,22035.5,3.64,3.745,1.5834,3.43,7.8435,1.4345,25.31,5.78707,3.6710000000000003,1.4925,1.0
18-Mar-1994,0.712,4.73821,779.5360000000001,1.736,1.3692,416.12,8.7028,879.425,6.625,1.18398,31.37,105.85,806.3,0.29784,2.719,0.573,7.3415,0.3845,22035.5,3.64,3.745,1.5835,3.45,7.846,1.4388,25.31,5.78406,3.6710000000000003,1.4898,1.0
21-Mar-1994,0.712,4.73821,792.063,1.736,1.364,416.12,8.7028,879.425,6.6625,1.18398,31.37,105.94999999999999,806.8,0.29795,2.719,0.5718,7.3695,0.3845,22035.5,3.64,3.745,1.5844,3.45,7.893,1.439,25.33,5.80512,3.6710000000000003,1.4828,1.0
22-Mar-1994,0.712,4.73821,805.442,1.736,1.3663,416.12,8.7028,879.425,6.6285,1.18398,31.37,106.05,807.2,0.2978,2.7225,0.5684,7.3335,0.3845,22035.5,3.64,3.745,1.5868,3.44,7.8655,1.4280000000000002,25.31,5.77125,3.6710000000000003,1.4868,1.0
23-Mar-1994,0.712,4.73821,819.695,1.736,1.3641,416.12,8.7028,879.425,6.6325,1.18398,31.37,106.05,807.5,0.2978,2.7208,0.5696,7.337999999999999,0.3845,22035.5,3.64,3.745,1.5854,3.45,7.8525,1.4323,25.31,5.78072,3.6710000000000003,1.4871,1.0
24-Mar-1994,0.7116,4.73821,834.225,1.736,1.3726,416.12,8.7028,879.425,6.6165,1.18398,31.37,106.5,808.0,0.29767,2.7225,0.5682,7.311,0.3845,22035.5,3.64,3.745,1.5858,3.44,7.881,1.4280000000000002,25.32,5.8011099999999995,3.6710000000000003,1.4929,1.0
25-Mar-1994,0.7084,4.73821,849.02,1.736,1.375,416.12,8.7028,879.425,6.544,1.18398,31.37,105.25,808.0,0.29738,2.7205,0.5669,7.236000000000001,0.3845,22035.5,3.64,3.745,1.5811,3.44,7.8229999999999995,1.4132,25.28,5.79387,3.6710000000000003,1.4998,1.0
28-Mar-1994,0.7113,4.73821,864.061,1.736,1.3747,416.12,8.7028,879.425,6.5805,1.18398,31.37,104.75,809.0,0.29709,2.7115,0.5688,7.2745,0.3845,22035.5,3.64,3.745,1.5793,3.45,7.8795,1.4255,25.26,5.82222,3.6710000000000003,1.496,1.0
29-Mar-1994,0.7089,4.73821,879.434,1.736,1.3771,416.12,8.7028,879.425,6.5695,1.18398,31.37,103.8,808.8,0.29709,2.6832,0.5687,7.263,0.3845,22035.5,3.64,3.745,1.5714,3.45,7.87,1.4169999999999998,25.25,5.8053300000000005,3.6710000000000003,1.4951,1.0
30-Mar-1994,0.7029,4.73821,894.922,1.736,1.3792,416.12,8.7028,879.425,6.599,1.18398,31.37,103.2,807.6,0.29695,2.6855,0.5647,7.3005,0.3845,22035.5,3.64,3.745,1.5684,3.48,7.896,1.425,25.22,5.80791,3.6710000000000003,1.4776,1.0
31-Mar-1994,0.7008,4.73821,904.1285,1.736,1.3837,415.65,8.701,879.425,6.621,1.18398,31.37,103.15,806.5,0.29708,2.6735,0.5626,7.3252500000000005,0.3845,22119.0,3.64,3.745,1.5692,3.48,7.827999999999999,1.41,25.23,5.81347,3.6710000000000003,1.4822,1.0
1-Apr-1994,0.7012499999999999,4.73821,904.1285,1.736,1.3895,415.775,8.69595,879.425,6.621,1.18398,31.37,103.0,807.2,0.29734,2.679,0.5624,7.3252500000000005,0.3845,22268.5,3.64,3.745,1.5709,3.495,7.87725,1.417,25.22,5.81761,3.6710000000000003,1.4751,1.0
4-Apr-1994,0.7012499999999999,4.73821,913.335,1.736,1.3953,415.775,8.69595,879.425,6.621,1.18398,31.37,104.0,807.9,0.2976,2.6755,0.5642,7.3252500000000005,0.3845,22268.5,3.64,3.745,1.5726,3.495,7.87725,1.417,25.28,5.81761,3.6710000000000003,1.4751,1.0
5-Apr-1994,0.7017,4.73821,930.8919999999999,1.736,1.3842,415.775,8.69595,879.425,6.643,1.18398,31.37,103.1,808.8499999999999,0.29736999999999997,2.6785,0.5642,7.35,0.3845,22268.5,3.64,3.745,1.5675,3.51,7.9265,1.4240000000000002,25.25,5.82175,3.6710000000000003,1.4680000000000002,1.0
6-Apr-1994,0.7049,4.73821,948.8,1.736,1.3839,415.775,8.69595,879.425,6.709,1.18398,31.37,104.45,809.8,0.29791999999999996,2.6938,0.5660000000000001,7.426,0.3845,22268.5,3.64,3.745,1.5708,3.525,7.9615,1.4455,25.28,5.82718,3.6710000000000003,1.4691,1.0
7-Apr-1994,0.7112,4.73821,967.038,1.736,1.3861,415.775,8.69595,879.425,6.6975,1.18398,31.37,104.4,809.3,0.29791999999999996,2.685,0.5668,7.416,0.3845,22268.5,3.64,3.745,1.5704,3.54,7.8895,1.4464,25.31,5.8322400000000005,3.6710000000000003,1.4698,1.0
8-Apr-1994,0.7175,4.73821,985.625,1.736,1.3817,415.775,8.69595,879.425,6.7095,1.18398,31.37,105.05,809.2,0.29791999999999996,2.6855,0.5684,7.419,0.3845,22268.5,3.64,3.745,1.5707,3.55,7.894,1.445,25.32,5.84312,3.6710000000000003,1.4764,1.0
11-Apr-1994,0.7212,4.73821,1004.55,1.736,1.3881,415.775,8.69595,828.92,6.6815,1.18398,31.37,104.55,811.1,0.29791999999999996,2.679,0.5698,7.3905,0.3845,22268.5,3.64,3.745,1.5662,3.59,7.8665,1.4380000000000002,25.3,5.87179,3.6710000000000003,1.4755,1.0
12-Apr-1994,0.7206,4.73821,1023.85,1.736,1.3793,415.775,8.69595,829.32,6.7215,1.18398,31.37,103.35,810.3,0.29765,2.6857,0.5684,7.4325,0.3845,22268.5,3.64,3.745,1.5633,3.6,7.8955,1.4495,25.29,5.87295,3.6710000000000003,1.4692,1.0
13-Apr-1994,0.72355,4.73821,1043.51,1.736,1.3759,415.775,8.69595,828.81,6.7185,1.18398,31.37,103.7,810.3,0.29777,2.6925,0.5678,7.433,0.3845,22268.5,3.64,3.745,1.5638,3.6,7.9,1.4455,25.29,5.88553,3.6710000000000003,1.474,1.0
14-Apr-1994,0.72355,4.73821,1063.57,1.736,1.3795,415.775,8.69595,827.96,6.699,1.18398,31.37,103.2,809.4,0.29761,2.6913,0.5665,7.417000000000001,0.3845,22268.5,3.64,3.745,1.5621,3.6,7.9385,1.4413,25.29,5.91544,3.6710000000000003,1.4739,1.0
15-Apr-1994,0.7265,4.73821,1084.02,1.736,1.385,415.775,8.69595,827.9449999999999,6.71,1.18398,31.37,104.25,809.2,0.29766,2.6875,0.5689,7.4215,0.3845,22268.5,3.64,3.745,1.5618,3.64,7.915,1.4492,25.28,5.92629,3.6710000000000003,1.4741,1.0
18-Apr-1994,0.7236,4.73821,1104.86,1.736,1.3885,415.775,8.69595,827.93,6.7045,1.18398,31.37,103.25,809.2,0.29771,2.6905,0.5689,7.4145,0.3845,22268.5,3.64,3.745,1.5592,3.64,7.8935,1.453,25.26,5.911169999999999,3.6710000000000003,1.4726,1.0
19-Apr-1994,0.7178,4.73821,1126.07,1.736,1.3859,415.775,8.69595,829.47,6.699,1.18398,31.37,103.1,809.0,0.29753,2.6903,0.5673,7.4105,0.3845,22268.5,3.64,3.745,1.5581,3.55,7.914,1.4425,25.25,5.92816,3.6710000000000003,1.4776,1.0
20-Apr-1994,0.7162,4.73821,1147.71,1.736,1.3856,415.775,8.69595,831.24,6.667000000000001,1.18398,31.37,103.3,808.4,0.29753,2.6839999999999997,0.5669,7.372000000000001,0.3845,22268.5,3.64,3.745,1.5582,3.61,7.885,1.4427,25.25,5.9309199999999995,3.6710000000000003,1.4824,1.0
21-Apr-1994,0.7136,4.73821,1158.7,1.736,1.3808,415.775,8.69595,834.3,6.6195,1.18398,31.37,102.85,807.4,0.29719,2.6873,0.5675,7.324,0.3845,22268.5,3.64,3.745,1.558,3.6,7.885,1.4326,25.22,5.91193,3.6710000000000003,1.4953,1.0
22-Apr-1994,0.7186,4.73821,1169.69,1.736,1.3783,415.775,8.69595,838.25,6.631,1.18398,31.37,103.68,807.4,0.29719,2.6878,0.5735,7.3389999999999995,0.3845,22268.5,3.64,3.745,1.5593,3.61,7.885,1.4375,25.24,5.91403,3.6710000000000003,1.4889,1.0
25-Apr-1994,0.7181500000000001,4.73821,1191.82,1.736,1.3813,415.775,8.69595,836.96,6.5975,1.18398,31.37,102.95,807.2,0.29719,2.6885,0.57345,7.297999999999999,0.3845,22268.5,3.64,3.745,1.5575,3.61,7.885,1.4305,25.22,5.93087,3.6710000000000003,1.4935,1.0
26-Apr-1994,0.7177,4.73821,1213.81,1.736,1.3731,415.775,8.69595,835.4,6.61,1.18398,31.37,103.15,807.4,0.29719,2.69,0.57345,7.31,0.3845,22268.5,3.64,3.745,1.5571,3.59,7.856,1.4387,25.23,5.92656,3.6710000000000003,1.4909999999999999,1.0
27-Apr-1994,0.7164,4.73821,1235.73,1.736,1.375,415.775,8.69595,837.31,6.5885,1.18398,31.37,102.7,807.2,0.29694,2.6945,0.5734,7.2755,0.3845,22268.5,3.64,3.745,1.5558,3.58,7.8245,1.4292,25.21,5.93084,3.6710000000000003,1.5058,1.0
28-Apr-1994,0.7137,4.73821,1258.02,1.736,1.3803,415.775,8.69595,837.29,6.579,1.18398,31.38,102.5,807.0,0.29683000000000004,2.6915,0.5739,7.2715,0.3845,22268.5,3.64,3.745,1.5556,3.57,7.7699,1.4287,25.2,5.92696,3.6710000000000003,1.5038,1.0
29-Apr-1994,0.7124,4.73821,1279.56,1.736,1.3815,415.9,8.6909,837.27,6.5335,1.18398,31.37,102.025,807.3,0.296625,2.6830000000000003,0.5764,7.2170000000000005,0.3845,22418.0,3.64,3.745,1.5549,3.52,7.7236,1.4142,25.16,5.93973,3.6710000000000003,1.5095,1.0
2-May-1994,0.7121,4.73821,1302.26,1.736,1.3825,414.16499999999996,8.69545,836.86,6.4879999999999995,1.18398,31.37,101.55,807.5,0.29641999999999996,2.6782500000000002,0.5777,7.1765,0.3845,22486.5,3.64,3.745,1.5547499999999999,3.52,7.6302,1.4080000000000001,25.16,5.9242300000000006,3.6710000000000003,1.51035,1.0
3-May-1994,0.7118,4.73821,1323.51,1.736,1.3841,414.16499999999996,8.69545,838.04,6.4605,1.18398,31.37,102.275,807.9,0.29641999999999996,2.6735,0.5764,7.1505,0.3845,22486.5,3.64,3.745,1.5546,3.55,7.6336,1.4008,25.16,5.92868,3.6710000000000003,1.5112,1.0
