Date,Australian dollar (AUD),Botswana pula (BWP),Brazilian real (BRL),Brunei dollar (BND),Canadian dollar (CAD),Chilean peso (CLP),Chinese yuan (CNY),Colombian peso (COP),Danish krone (DKK),Euro (EUR),Indian rupee (INR),Japanese yen (JPY),Korean won (KRW),Kuwaiti dinar (KWD),Malaysian ringgit (MYR),New Zealand dollar (NZD),Norwegian krone (NOK),Omani rial (OMR),Polish zloty (PLN),Qatari riyal (QAR),Saudi Arabian riyal (SAR),Singapore dollar (SGD),South African rand (ZAR),Swedish krona (SEK),Swiss franc (CHF),Thai baht (THB),Trinidadian dollar (TTD),U.A.E. dirham (AED),U.K. pound (GBP),U.S. dollar (USD)
7-Mar-2005,0.7897,0.2267,2.6607,1.6264,1.2293,587.75,8.2765,2338.93,5.6402,1.3197,43.69,104.7,1007.8,0.292,3.8,0.7328,6.2257,0.3845,2.9364,3.64,3.75,1.6264,5.87,6.835,1.1736,38.398,6.2766,3.6725,1.9148,1.0
8-Mar-2005,0.7928,0.2278,2.6616,1.6236,1.2169,585.6,8.2765,2324.89,5.6204,1.3246,43.68,105.08,1004.7,0.292,3.8,0.7351,6.1913,0.3845,2.9354,3.64,3.75,1.6236,5.85,6.82,1.1694,38.333,6.2766,3.6725,1.9231,1.0
9-Mar-2005,0.7971,0.2278,2.6926,1.6218,1.2128,585.71,8.2765,2329.5,5.5793,1.3346,43.67,104.7,1004.3,0.292,3.8,0.7399,6.1254,0.3845,2.9066,3.64,3.75,1.6218,5.74,6.755,1.1591,38.3,6.2737,3.6725,1.9272,1.0
10-Mar-2005,0.7959999999999999,0.2271,2.71185,1.6177,1.2128,589.68,8.2765,2334.11,5.5529,1.3409,43.58,104.1,1001.3499999999999,0.292,3.8,0.7397,6.1102,0.3845,2.9527,3.64,3.75,1.6177,5.7875,6.74,1.1545,38.289,6.26455,3.6725,1.929,1.0
11-Mar-2005,0.7899,0.2283,2.7311,1.6225,1.2128,588.19,8.2765,2340.34,5.5502,1.3416,43.58,104.14,998.4,0.292,3.8,0.7378,6.095,0.3845,2.9492,3.64,3.75,1.6225,5.835,6.76,1.1562,38.316,6.26455,3.6725,1.9198,1.0
14-Mar-2005,0.7929,0.22699999999999998,2.7013,1.6197,1.2087,584.27,8.2765,2332.72,5.5689,1.3372,43.52,104.4,1000.7,0.292,3.8,0.7396,6.1143,0.3845,2.969,3.64,3.75,1.6197,5.925,6.755,1.1572,38.314,6.26455,3.6725,1.9201,1.0
15-Mar-2005,0.7894,0.2244,2.7515,1.6231,1.2078,587.2149999999999,8.2765,2346.71,5.5648,1.3383,43.55,104.82,999.9,0.292,3.8,0.738,6.1167,0.3845,2.9969,3.64,3.75,1.6231,6.0,6.81,1.1589,38.399,6.2554,3.6725,1.9213,1.0
16-Mar-2005,0.7901,0.2232,2.7613,1.6230000000000002,1.2036,590.16,8.2765,2362.36,5.5688,1.3373,43.62,104.5,1003.2,0.292,3.8,0.7404,6.1325,0.3845,3.0459,3.64,3.75,1.6230000000000002,6.075,6.805,1.1561,38.471,6.273,3.6725,1.9235,1.0
17-Mar-2005,0.7926,0.2232,2.7562,1.6235,1.2022,591.69,8.2765,2386.47,5.5669,1.3378,43.63,104.33,1003.7,0.292,3.8,0.7442,6.1498,0.3845,3.0783,3.64,3.75,1.6235,6.1,6.79,1.1545,38.4925,6.2673,3.6725,1.926,1.0
18-Mar-2005,0.7929,0.222,2.7514,1.6242,1.20695,590.87,8.2765,2378.95,5.6087,1.3279,43.69,104.7,1002.6,0.292,3.8,0.7428,6.1498,0.3845,3.0496,3.64,3.75,1.6242,6.085,6.8225,1.1644,38.514,6.2699,3.6725,1.9161,1.0
21-Mar-2005,0.7915,0.2199,2.7155,1.6288,1.2117,585.05,8.2765,2378.95,5.6425,1.3199,43.67,104.9,1002.9,0.292,3.8,0.7428,6.1671,0.3845,3.0839999999999996,3.64,3.75,1.6288,6.085,6.9025,1.1765,38.558,6.2757000000000005,3.6725,1.9008,1.0
22-Mar-2005,0.7844,0.222,2.728,1.6339,1.2019,586.86,8.2765,2371.43,5.6531,1.3175,43.77,105.1,1007.4,0.292,3.8,0.7355,6.2038,0.3845,3.1063,3.64,3.75,1.6339,6.07,6.9225,1.1771,38.641999999999996,6.2815,3.6725,1.8995,1.0
23-Mar-2005,0.7802,0.2187,2.7052,1.6387,1.2086000000000001,583.83,8.2765,2376.865,5.7081,1.305,43.74,105.42,1012.2,0.292,3.8,0.7264,6.28115,0.3845,3.1656,3.64,3.75,1.6387,6.1375,6.9675,1.1928,38.663000000000004,6.2813,3.6725,1.8799,1.0
24-Mar-2005,0.7734,0.2182,2.7395,1.6448,1.2153,587.74,8.2765,2376.865,5.73555,1.2982,43.83,106.2,1011.5,0.292,3.8,0.7161,6.28115,0.3845,3.1758,3.64,3.75,1.6448,6.205,7.0025,1.1973,38.791,6.2860000000000005,3.6725,1.8691,1.0
25-Mar-2005,0.77205,0.216425,2.7344999999999997,1.64695,1.2194500000000001,587.5350000000001,8.2765,2376.865,5.73555,1.2953999999999999,43.82,106.42,1012.4,0.292,3.8,0.7109,6.28115,0.3845,3.1789,3.64,3.75,1.64695,6.220000000000001,7.02625,1.1990500000000002,38.9525,6.282,3.6725,1.8717000000000001,1.0
28-Mar-2005,0.77205,0.216425,2.7295,1.6491,1.2236,587.33,8.2765,2382.3,5.73555,1.2953999999999999,43.81,106.99,1013.1,0.292,3.8,0.7109,6.28115,0.3845,3.2003,3.64,3.75,1.6491,6.220000000000001,7.02625,1.1990500000000002,39.114000000000004,6.282,3.6725,1.8717000000000001,1.0
29-Mar-2005,0.7707,0.21465,2.7377,1.6492,1.22005,589.69,8.2765,2397.25,5.763,1.2926,43.79,107.2,1016.3,0.292,3.8,0.7057,6.3585,0.3845,3.2217,3.64,3.75,1.6492,6.220000000000001,7.05,1.2008,39.253,6.282,3.6725,1.8743,1.0
30-Mar-2005,0.7733,0.21615,2.7023,1.6518,1.2165,587.29,8.2765,2393.32,5.7555,1.2943,43.82,107.25,1019.0,0.292,3.8,0.7107,6.3247,0.3845,3.1793,3.64,3.75,1.6518,6.220000000000001,7.0475,1.1992,39.368,6.282,3.6725,1.8804,1.0
31-Mar-2005,0.7719,0.2173,2.68,1.6498,1.2096,586.45,8.2765,2376.48,5.7463,1.2964,43.75,107.35,1024.3,0.292,3.8,0.7087,6.3298,0.3845,3.1518,3.64,3.75,1.6498,6.235,7.06,1.1952,39.154,6.278,3.6725,1.8826,1.0
1-Apr-2005,0.773,0.2186,2.6671,1.6577,1.2147,585.93,8.2765,2363.23,5.7491,1.2959,43.754999999999995,107.43,1017.6,0.292,3.8,0.7116,6.3238,0.3845,3.1478,3.64,3.75,1.6577,6.185,7.065,1.1977,39.21,6.2927,3.6725,1.8876,1.0
4-Apr-2005,0.7706,0.218,2.6542,1.6635,1.2203,585.04,8.2765,2365.98,5.7829999999999995,1.2883,43.76,107.68,1013.1,0.292,3.8,0.7073,6.3634,0.3845,3.1948,3.64,3.75,1.6635,6.21,7.1075,1.2058,39.411,6.284050000000001,3.6725,1.8742,1.0
5-Apr-2005,0.7652,0.2178,2.659,1.6677,1.2201,588.95,8.2765,2374.47,5.8158,1.281,43.81,108.45,1013.1,0.292,3.8,0.7064,6.3731,0.3845,3.2212,3.64,3.75,1.6677,6.215,7.1575,1.2135,39.611999999999995,6.2754,3.6725,1.8739,1.0
6-Apr-2005,0.7654,0.2191,2.6247,1.6587,1.2219,587.36,8.2765,2369.67,5.790100000000001,1.286,43.76,107.95,1011.1,0.292,3.8,0.7094,6.3507,0.3845,3.1868,3.64,3.75,1.6587,6.13,7.12,1.203,39.622,6.2707,3.6725,1.8805,1.0
7-Apr-2005,0.7687,0.2198,2.6129,1.6580000000000001,1.2275,585.19,8.2765,2362.28,5.7644,1.2923,43.74,108.5,1014.7,0.292,3.8,0.7106,6.3595,0.3845,3.1761,3.64,3.75,1.6580000000000001,6.12,7.0775,1.2019,39.622,6.2542,3.6725,1.8788,1.0
8-Apr-2005,0.7665,0.2177,2.6011,1.66,1.2275,580.17,8.2765,2348.84,5.8108,1.2819,43.77,108.68,1014.1,0.292,3.8,0.7123,6.3683,0.3845,3.1684,3.64,3.75,1.66,6.1025,7.1475,1.2075,39.632,6.26825,3.6725,1.8691,1.0
11-Apr-2005,0.7721,0.2212,2.5934,1.6573,1.2331,576.68,8.2765,2348.84,5.774150000000001,1.2971,43.74,108.45,1014.0,0.292,3.8,0.7162,6.301,0.3845,3.1607,3.64,3.75,1.6573,6.085,7.0925,1.196,39.635,6.2823,3.6725,1.8881,1.0
12-Apr-2005,0.7751,0.2198,2.5775,1.6459,1.2406,574.4,8.2765,2348.84,5.7375,1.2985,43.7,107.63,1014.3,0.292,3.8,0.7204,6.2965,0.3845,3.1479,3.64,3.75,1.6459,6.145,7.0425,1.1935,39.663000000000004,6.2745999999999995,3.6725,1.8940000000000001,1.0
13-Apr-2005,0.7777,0.2199,2.56825,1.6437,1.2368,576.02,8.2765,2335.4,5.7654,1.2922,43.75,107.42,1012.0,0.292,3.8,0.7218,6.3388,0.3845,3.1494,3.64,3.75,1.6437,6.125,7.07,1.1977,39.669,6.2669,3.6725,1.8916,1.0
14-Apr-2005,0.7738,0.21795,2.559,1.651,1.2417,572.75,8.2765,2328.74,5.8126,1.2819999999999998,43.79,107.75,1012.5,0.292,3.8,0.726,6.4325,0.3845,3.1988,3.64,3.75,1.651,6.19,7.115,1.2116,39.669,6.2598,3.6725,1.8839,1.0
15-Apr-2005,0.7667,0.21565,2.5739,1.6589,1.2449,576.37,8.2765,2346.35,5.792000000000001,1.2868,43.83,108.23,1013.0,0.292,3.8,0.7146,6.3973,0.3845,3.2166,3.64,3.75,1.6589,6.31,7.165,1.2103,39.669,6.2471,3.6725,1.8845,1.0
18-Apr-2005,0.7647,0.2166,2.5963,1.6579,1.2481,579.99,8.2765,2363.96,5.7481,1.2967,43.795,107.65,1022.2,0.292,3.8,0.7164,6.3392,0.3845,3.2115,3.64,3.75,1.6579,6.27,7.075,1.1912,39.675,6.2712,3.6725,1.8994,1.0
19-Apr-2005,0.7675,0.2178,2.6149,1.6523,1.2409999999999999,584.6,8.2765,2363.3,5.7348,1.2996,43.76,107.28,1021.5,0.292,3.8,0.7167,6.3154,0.3845,3.23,3.64,3.75,1.6523,6.23,7.0625,1.1892,39.52,6.2644,3.6725,1.9086,1.0
20-Apr-2005,0.7734,0.2189,2.5817,1.649,1.2393,579.86,8.2765,2355.64,5.7106,1.3049,43.76,106.9,1014.5,0.292,3.8,0.7245,6.2737,0.3845,3.2005,3.64,3.75,1.649,6.15,7.04125,1.1841,39.39,6.2613,3.6725,1.9132,1.0
21-Apr-2005,0.7758,0.2212,2.5727,1.6489,1.2391,577.96,8.2765,2345.995,5.7049,1.3058,43.75,106.75,1010.65,0.292,3.8,0.7272,6.246,0.3845,3.1874,3.64,3.75,1.6489,6.09,7.02,1.1783,39.463,6.2666,3.6725,1.9112,1.0
22-Apr-2005,0.7777,0.222,2.5637,1.6495,1.2342,579.99,8.2765,2336.35,5.72495,1.3077,43.730000000000004,106.77,1006.8,0.292,3.8,0.7268,6.2419,0.3845,3.2111,3.64,3.75,1.6495,6.08,7.0175,1.1817,39.507,6.2697,3.6725,1.9145,1.0
25-Apr-2005,0.77925,0.2216,2.5384,1.6471,1.2375,576.98,8.2765,2340.16,5.745,1.2966,43.71,105.8,1005.3,0.292,3.8,0.7274,6.2895,0.3845,3.2391,3.64,3.75,1.6471,6.07,7.035,1.1907,39.399,6.2709,3.6725,1.9111,1.0
26-Apr-2005,0.7808,0.2212,2.53,1.6475,1.2464,577.35,8.2765,2343.97,5.7383,1.2981,43.69,105.78,999.5,0.292,3.8,0.728,6.2642,0.3845,3.2351,3.64,3.75,1.6475,6.1,7.03,1.1887,39.471,6.252999999999999,3.6725,1.9056,1.0
27-Apr-2005,0.7756,0.2218,2.5347,1.6497,1.2466,579.97,8.2765,2342.56,5.7641,1.2919999999999998,43.71,106.2,1000.95,0.292,3.8,0.7233,6.2902,0.3845,3.2804,3.64,3.75,1.6497,6.1,7.08,1.1948,39.578,6.2682,3.6725,1.9005,1.0
28-Apr-2005,0.7772,0.2202,2.5187,1.6465,1.2508,580.09,8.2765,2338.07,5.7706,1.2905,43.71,105.89,1002.4,0.292,3.8,0.7234,6.3115,0.3845,3.2875,3.64,3.75,1.6465,6.13,7.08,1.1922,39.580999999999996,6.2754,3.6725,1.906,1.0
29-Apr-2005,0.7811,0.2206,2.5209,1.6474,1.2569,582.87,8.2765,2344.87,5.7467,1.2957,43.65,105.58500000000001,1002.5,0.292,3.8,0.7279,6.2846,0.3845,3.2988,3.64,3.75,1.6474,6.1,7.075,1.1865,39.569,6.2607,3.6725,1.912,1.0
2-May-2005,0.7802,0.2206,2.5305,1.6429,1.2555,582.73,8.2765,2347.23,5.7882,1.2863,43.57,105.28,1001.8,0.292,3.8,0.7305,6.3255,0.3845,3.32,3.64,3.75,1.6429,6.0649999999999995,7.145,1.1936,39.566500000000005,6.26,3.6725,1.8958,1.0
3-May-2005,0.7767,0.2203,2.5138,1.6384,1.2547,580.505,8.2765,2349.59,5.7905,1.2856,43.6,104.98,999.8,0.292,3.8,0.73,6.3348,0.3845,3.29515,3.64,3.75,1.6384,6.0649999999999995,7.1725,1.2007,39.564,6.258649999999999,3.6725,1.8902,1.0
4-May-2005,0.7775,0.2233,2.4999,1.6378,1.2506,578.28,8.2765,2343.335,5.7469,1.2953,43.54,104.98,1001.9,0.292,3.8,0.7261,6.2623,0.3845,3.2703,3.64,3.75,1.6378,6.03,7.105,1.1978,39.469,6.2573,3.6725,1.9021,1.0
5-May-2005,0.7793,0.2236,2.4757,1.6378,1.2469000000000001,574.58,8.2765,2337.08,5.7469,1.2954,43.41,104.98,1000.75,0.292,3.8,0.7332,6.26375,0.3845,3.2179,3.64,3.75,1.6378,5.995,7.13375,1.1978,39.4555,6.2621,3.6725,1.9044,1.0
6-May-2005,0.7792,0.2229,2.4679,1.6377,1.2432,572.76,8.2765,2338.44,5.7491,1.2947,43.44,104.68,999.6,0.292,3.8,0.7344,6.2652,0.3845,3.2030000000000003,3.64,3.75,1.6377,5.96,7.13375,1.1949,39.442,6.255,3.6725,1.8985,1.0
9-May-2005,0.7732,0.22015,2.4586,1.6431,1.2378,570.83,8.2765,2339.105,5.8026,1.2824,43.51,105.3,999.6,0.292,3.8,0.7321,6.3369,0.3845,3.2133,3.64,3.75,1.6431,6.105,7.1625,1.2062,39.512,6.2479,3.6725,1.8834,1.0
10-May-2005,0.7736,0.2187,2.4614000000000003,1.6439,1.2372,572.53,8.2765,2339.105,5.79035,1.2854,43.45,105.65,1000.1,0.292,3.8,0.7304,6.2945,0.3845,3.2385,3.64,3.75,1.6439,6.18,7.1725,1.203,39.501999999999995,6.2573,3.6725,1.8836,1.0
11-May-2005,0.7757,0.2181,2.4642,1.6458499999999998,1.2475,573.66,8.2765,2339.77,5.7781,1.2882,43.37,105.52,1000.6,0.292,3.8,0.7323,6.2746,0.3845,3.2483,3.64,3.75,1.6443,6.175,7.145,1.1986,39.424,6.2667,3.6725,1.8835,1.0
12-May-2005,0.7729,0.2167,2.4711,1.6478,1.2494,577.27,8.2765,2341.885,5.8279,1.2771,43.3,106.15,999.4,0.292,3.8,0.7266,6.3362,0.3845,3.2513,3.64,3.75,1.6478,6.255,7.2375,1.21,39.42,6.2489,3.6725,1.8687,1.0
13-May-2005,0.7647,0.21445,2.464,1.6543,1.2624,576.2,8.2765,2344.0,5.8905,1.2635,43.43,106.8,1000.2,0.292,3.8,0.7167,6.4076,0.3845,3.2984,3.64,3.75,1.6543,6.335,7.26,1.2233,39.527,6.2659,3.6725,1.8552,1.0
16-May-2005,0.7558,0.21355,2.4707,1.6601,1.2704,577.45,8.2765,2348.69,5.895,1.2616,43.49,107.45,1001.2,0.292,3.8,0.7108,6.41035,0.3845,3.3355,3.64,3.75,1.6601,6.37,7.315,1.2224,39.759,6.2791,3.6725,1.837,1.0
17-May-2005,0.7574,0.21205,2.4764,1.6568,1.2665,579.02,8.2765,2347.25,5.895,1.2636,43.43,107.15,1007.1,0.292,3.8,0.7093,6.41035,0.3845,3.3319,3.64,3.75,1.6568,6.42,7.3075,1.2215,39.841,6.2556,3.6725,1.8394,1.0
18-May-2005,0.7559999999999999,0.21325,2.4771,1.6584,1.2618,580.13,8.2765,2341.72,5.8995,1.2621,43.56,107.7,1005.5,0.292,3.8,0.7067,6.4131,0.3845,3.3323,3.64,3.75,1.6584,6.425,7.295,1.2232,39.975,6.2599,3.6725,1.8314,1.0
19-May-2005,0.7592,0.21275,2.4628,1.6540000000000001,1.2623,581.4,8.2765,2339.44,5.89,1.2642,43.45,107.13,1006.5,0.292,3.8,0.7131,6.4179,0.3845,3.2858,3.64,3.75,1.6540000000000001,6.4,7.255,1.22,39.879,6.257000000000001,3.6725,1.8406,1.0
20-May-2005,0.7586,0.2117,2.445,1.6567,1.2631,579.53,8.2765,2336.99,5.907,1.2607,43.5,107.5,1002.7,0.292,3.8,0.7095,6.4524,0.3845,3.2915,3.64,3.75,1.6567,6.42,7.275,1.2251,39.967,6.2573,3.6725,1.8374,1.0
23-May-2005,0.7565,0.2096,2.4485,1.65705,1.2621,583.59,8.2765,2337.0,5.9365,1.2548,43.495000000000005,108.0,1005.2,0.292,3.8,0.7081,6.4656,0.3845,3.3459,3.64,3.75,1.65705,6.55,7.315,1.2328,39.9935,6.2648,3.6725,1.8288,1.0
24-May-2005,0.7606,0.20955000000000001,2.4395,1.6574,1.2611,583.59,8.2765,2329.05,5.9035,1.2617,43.49,107.7,1006.9,0.292,3.8,0.7108,6.4388000000000005,0.3845,3.3263,3.64,3.75,1.6574,6.55,7.29,1.2273,40.02,6.268750000000001,3.6725,1.8337,1.0
25-May-2005,0.7606,0.2095,2.4305,1.6547,1.264,580.64,8.2765,2328.69,5.9271,1.2564,43.51,107.36,1002.1,0.292,3.8,0.7117,6.412000000000001,0.3845,3.3274,3.64,3.75,1.6547,6.55,7.2925,1.2315,40.052,6.2727,3.6725,1.8268,1.0
26-May-2005,0.7613,0.1956,2.42065,1.6596,1.2681,580.08,8.2765,2329.35,5.9441,1.2523,43.52,107.98,1001.4000000000001,0.292,3.8,0.71055,6.381450000000001,0.3845,3.3318,3.64,3.75,1.6596,6.592499999999999,7.325,1.2337,40.2455,6.2616,3.6725,1.8261,1.0
27-May-2005,0.7597,0.1956,2.4108,1.6586,1.2584,582.44,8.2765,2331.0699999999997,5.9305,1.2551,43.52,107.98,1001.4000000000001,0.292,3.8,0.7094,6.3509,0.3845,3.3362,3.64,3.75,1.6586,6.592499999999999,7.3325,1.2343,40.439,6.2544,3.6725,1.8231,1.0
30-May-2005,0.7617,0.1956,2.3926,1.6585,1.2558,571.72,8.2765,2331.0699999999997,5.9675,1.2472,43.54,107.93,1000.7,0.292,3.8,0.7128,6.3811,0.3845,3.312,3.64,3.75,1.6585,6.635,7.3325,1.2362,40.375,6.2544,3.6725,1.8206,1.0
31-May-2005,0.7557,0.1817,2.3776,1.6638,1.251,580.2,8.2765,2332.79,6.0354,1.2331,43.69,108.08,1002.5,0.292,3.8,0.7113,6.4382,0.3845,3.3453999999999997,3.64,3.75,1.6638,6.715,7.3975,1.248,40.512,6.2472,3.6725,1.8181,1.0
1-Jun-2005,0.7561,0.17755,2.403,1.6658,1.2479,583.0,8.2765,2338.89,6.0847,1.2228,43.72,108.35,1005.5,0.292,3.8,0.705,6.4745,0.3845,3.3788,3.64,3.75,1.6658,6.93,7.4225,1.2518,40.699,6.2549,3.6725,1.8125,1.0
2-Jun-2005,0.7513,0.1787,2.4112,1.6733,1.2479,586.85,8.2765,2334.91,6.0674,1.2263,43.76,108.5,1011.2,0.292,3.8,0.6975,6.447,0.3845,3.3638,3.64,3.75,1.6733,6.775,7.4675,1.251,40.681,6.2549,3.6725,1.8156,1.0
3-Jun-2005,0.7564,0.18075,2.4194,1.6691,1.2479,586.32,8.2765,2334.91,6.0541,1.2289,43.66,107.92,1013.7,0.292,3.8,0.7004,6.4269,0.3845,3.3569,3.64,3.75,1.6691,6.775,7.4325,1.2498,40.715,6.2549,3.6725,1.8178,1.0
6-Jun-2005,0.7595,0.18212499999999998,2.4381,1.6662,1.2448,587.12,8.2765,2334.91,6.0622,1.2272,43.6,107.66,1011.7,0.292,3.8,0.7044,6.415,0.3845,3.3353,3.64,3.75,1.6662,6.775,7.4375,1.2494,40.685,6.2626,3.6725,1.8196,1.0
7-Jun-2005,0.7659,0.1835,2.4568,1.6636,1.2472,592.75,8.2765,2330.93,6.0584,1.2285,43.53,106.9,1009.7,0.292,3.8,0.7084,6.3956,0.3845,3.3004,3.64,3.75,1.6636,6.62,7.4425,1.2446,40.532,6.2499,3.6725,1.8311,1.0
8-Jun-2005,0.7679,0.1823,2.47255,1.66,1.244,591.41,8.2765,2331.38,6.0407,1.2324,43.53,106.82,1007.7,0.292,3.8,0.7145,6.4103,0.3845,3.3017,3.64,3.75,1.66,6.6675,7.43,1.2435,40.518,6.2576,3.6725,1.835,1.0
9-Jun-2005,0.767,0.1797,2.47255,1.6615,1.255,589.68,8.2765,2338.49,6.0836,1.2239,43.55,107.22,1005.7,0.292,3.8,0.7138,6.4658,0.3845,3.3022,3.64,3.75,1.6615,6.6675,7.475,1.2536,40.691,6.2576,3.6725,1.8237,1.0
10-Jun-2005,0.7648,0.178925,2.4883,1.6665,1.2563499999999999,592.24,8.2765,2338.49,6.0878,1.2229,43.56,107.5,1005.2,0.292,3.8,0.7124,6.4089,0.3845,3.2947,3.64,3.75,1.6665,6.715,7.52,1.253,40.661,6.2653,3.6725,1.8246,1.0
13-Jun-2005,0.7644500000000001,0.17815,2.4743,1.6717,1.2577,592.37,8.2765,2338.49,6.1691,1.2062,43.62,108.6,1005.7,0.292,3.8,0.7068,6.5068,0.3845,3.3455,3.64,3.75,1.6717,6.8,7.6375,1.2768,40.805,6.2638,3.6725,1.8022,1.0
14-Jun-2005,0.7641,0.1786,2.4554,1.6748,1.2554,591.88,8.2765,2345.6,6.1443,1.2109999999999999,43.65,109.42,1009.4,0.292,3.8,0.7055,6.5041,0.3845,3.3421,3.64,3.75,1.6748,6.885,7.6575,1.2706,40.905,6.2744,3.6725,1.8104,1.0
15-Jun-2005,0.7638,0.17875,2.4367,1.6757,1.24,589.38,8.2765,2337.965,6.1677,1.2069,43.66,109.2,1015.4,0.292,3.8,0.70915,6.5217,0.3845,3.3483,3.64,3.75,1.6757,6.86,7.6875,1.2703,40.935,6.2712,3.6725,1.8084,1.0
16-Jun-2005,0.7679,0.1808,2.4116,1.6736,1.2376,588.1,8.2765,2330.33,6.1435,1.2115,43.61,109.27,1012.2,0.292,3.8,0.7128,6.4891,0.3845,3.3411,3.64,3.75,1.6736,6.76,7.6725,1.2703,41.019800000000004,6.2712,3.6725,1.8226,1.0
17-Jun-2005,0.7721,0.1819,2.4116,1.67135,1.2345,584.9,8.2765,2326.43,6.1141,1.2177,43.59,108.92,1011.55,0.292,3.8,0.7141,6.4573,0.3845,3.3453,3.64,3.75,1.67135,6.66,7.605,1.26735,41.1046,6.2712,3.6725,1.8255,1.0
20-Jun-2005,0.7774,0.18125000000000002,2.3865,1.6691,1.232,580.62,8.2765,2320.66,6.0979,1.2209999999999999,43.54,108.71,1010.9,0.292,3.8,0.7162,6.4513,0.3845,3.3484,3.64,3.75,1.6691,6.685,7.5375,1.2644,41.093999999999994,6.2712,3.6725,1.827,1.0
21-Jun-2005,0.7753,0.1806,2.3847,1.6757,1.2308,582.55,8.2765,2320.66,6.1585,1.2092,43.61,109.3,1008.1,0.292,3.8,0.7159,6.5117,0.3845,3.3508,3.64,3.75,1.6757,6.7504,7.6425,1.2774,41.191,6.2712,3.6725,1.8188,1.0
22-Jun-2005,0.7782,0.1806,2.3764,1.6713,1.2355,579.16,8.2765,2314.89,6.1489,1.2111,43.5,108.47,1011.4,0.292,3.8,0.7167,6.5032,0.3845,3.3205,3.64,3.75,1.6713,6.745,7.6025,1.2705,41.122,6.268,3.6725,1.8217,1.0
23-Jun-2005,0.7772,0.1799,2.3695,1.6703,1.2311,577.73,8.2765,2316.45,6.172999999999999,1.2066,43.53,108.67,1009.3,0.292,3.8,0.7101500000000001,6.5722,0.3845,3.3239,3.64,3.75,1.6703,6.76,7.66375,1.275,41.088,6.266,3.6725,1.8198,1.0
24-Jun-2005,0.7718,0.1807,2.3924,1.6757,1.23095,579.9,8.2765,2319.27,6.1645,1.2082,43.56,108.97,1010.8499999999999,0.292,3.8,0.7036,6.5987,0.3845,3.3396,3.64,3.75,1.6757,6.7325,7.66375,1.2754,41.117,6.2776,3.6725,1.8222,1.0
27-Jun-2005,0.7695,0.1818,2.3869,1.6748,1.2308,579.99,8.2765,2320.29,6.1239,1.2164,43.49,109.28,1012.4,0.292,3.8,0.7063,6.5266,0.3845,3.3151,3.64,3.75,1.6748,6.7325,7.725,1.2668,41.101000000000006,6.2742,3.6725,1.8309,1.0
28-Jun-2005,0.7682,0.1821,2.3822,1.6785,1.2312,579.99,8.2765,2323.19,6.15185,1.2095,43.56,109.75,1013.1,0.292,3.8,0.7058,6.539,0.3845,3.3556,3.64,3.75,1.6785,6.7325,7.755,1.2761,41.163000000000004,6.2492,3.6725,1.8219,1.0
29-Jun-2005,0.7629,0.1807,2.36815,1.6832,1.2263,580.07,8.2765,2327.9,6.1798,1.2054,43.55,110.07,1015.9,0.292,3.8,0.7019,6.5514,0.3845,3.3664,3.64,3.75,1.6832,6.705,7.78625,1.2819999999999998,41.273,6.263,3.6725,1.8095,1.0
30-Jun-2005,0.7637,0.1818,2.3541,1.6832,1.2256,578.92,8.2765,2331.81,6.1623,1.2092,43.51,110.4,1024.4,0.292,3.8,0.6999,6.5461,0.3845,3.3461,3.64,3.75,1.6832,6.65,7.8175,1.2849,41.29,6.2746,3.6725,1.7935,1.0
1-Jul-2005,0.7579,0.1818,2.3624,1.6846,1.23285,579.0,8.2765,2324.22,6.167000000000001,1.2087,43.53,111.03,1027.35,0.292,3.8,0.6953,6.5202,0.3845,3.3441,3.64,3.75,1.6846,6.8,7.8525,1.2841,41.361999999999995,6.2857,3.6725,1.7798,1.0
4-Jul-2005,0.7498,0.17959999999999998,2.3624,1.695,1.2401,578.4,8.2765,2331.1949999999997,6.2657,1.1894,43.56,111.63,1030.3,0.292,3.8,0.6823,6.6265,0.3845,3.3643,3.64,3.75,1.695,6.85,7.94,1.3008,41.434,6.2601,3.6725,1.7585,1.0
5-Jul-2005,0.7493,0.1774,2.3707,1.6946,1.2432,581.65,8.2765,2331.1949999999997,6.2718,1.1883,43.57,111.52,1040.0,0.292,3.8,0.6792,6.6599,0.3845,3.3706,3.64,3.75,1.6946,6.88,7.9575,1.3052,41.492,6.2611,3.6725,1.7545,1.0
6-Jul-2005,0.7436,0.17800000000000002,2.38,1.6971,1.2362,582.1,8.2765,2338.17,6.2565,1.1913,43.57,111.6,1045.0,0.292,3.8,0.6781,6.6432,0.3845,3.4005,3.64,3.75,1.6971,6.8525,7.92125,1.29735,41.519,6.262449999999999,3.6725,1.7551,1.0
7-Jul-2005,0.7401,0.1779,2.3893,1.69665,1.2287,584.04,8.2765,2338.86,6.2341,1.1957,43.64,112.25,1050.4,0.292,3.8,0.6724,6.6204,0.3845,3.4491,3.64,3.75,1.69665,6.825,7.92125,1.2895,41.7,6.2638,3.6725,1.7456,1.0
8-Jul-2005,0.7381,0.1766,2.3882,1.69665,1.2208,586.67,8.2765,2332.7,6.2623,1.1904,43.63,112.35,1052.5,0.292,3.8,0.6728,6.6158,0.3845,3.4351,3.64,3.75,1.69665,6.915,7.92125,1.3036,42.081,6.2527,3.6725,1.7344,1.0
